track_name,track_location,year,race_date,class_name,position,number,driver_name,mx_bike,source
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,14,26,Michael Byrne,Kawasaki KX450F,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,15,144,Kyle Partridge,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,16,32,Ryan Clark,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,17,72,Joshua Summey,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,18,31,Jason Thomas,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,19,220,Mason Phillips,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,20,84,Barry Carsten,Suzuki RMZ450,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,21,38,Jeff Dement,Suzuki RMZ450,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,22,251,Ashlee Woskob,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,23,156,William Browning,Suzuki RMZ450,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,24,161,Casey Clark,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,25,90,Doug Dehaan,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,26,557,Jay Weller,Kawasaki KX450F,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,27,870,Michael Pugrab,Kawasaki KX450F,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,28,587,Dustin Kendall,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,29,632,Kevin Hoge,Suzuki RMZ450,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,30,770,Jason Harper,Suzuki RMz450,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,31,779,Augie Lieber,Suzuki RMZ450,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,32,322,Zackary Lundy,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,33,52,Sean Hamblin,Suzuki RMZ450,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,34,153,Gregory Crater,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,35,17,Robbie Reynard,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,36,360,Jeremy Cook,Kawasaki KX450F,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,37,61,Clark Stiles,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,38,350,Shaun Skinner,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,39,40,Ryan Mills,Suzuki RMZ450,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
UNADILLA,"BERLIN, NY",2006,"JULY 15-16, 2006",Motocross,40,7,James Stewart,Kawasaki KX450F,https://americanmotocrossresults.com/live/archives/mx/2006/06-new_berlin/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,1,51,Ryan Villopoto,Kawasaki KX250F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,2,60,Broc Hepler,Suzuki RMZ250,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,3,800,Mike Alessi,KTM 250SXF,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,4,124,Andrew Mcfarlane,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,5,577,Martin Davalos,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,6,25,Nathan Ramsey,KTM 250SXF,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,7,29,Andrew Short,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,8,33,Danny Smith,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,9,24,Joshua Grant,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,10,141,Steve Boniface,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,11,323,Troy Adams,Kawasaki KX250F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,12,53,Matthew Goerke,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,13,47,Sean Collier,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,14,35,Paul Carpenter,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,15,123,Brett Metcalfe,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,16,732,Kyle Chisholm,Kawasaki KX250F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,17,37,Kelly Smith,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,18,122,Matt Walker,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,19,252,Justin Keeney,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,20,57,Brian Gray,Suzuki RMZ250,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,21,338,Jason Lawrence,Suzuki RMZ250,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,22,54,Robert Kiniry,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,23,114,Justin Brayton,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,24,256,Bryan Johnson,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,25,755,Yohei Kojima,Suzuki RMZ250,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,26,77,Tucker Hibbert,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,27,412,Levi Kilbarger,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,28,424,Charles Castloo,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,29,931,Danny Bajza,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,30,726,Trevor Monks,Kawasai KX250F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,31,622,Christopher Pugrab,Kawasaki KX250F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,32,436,Dennis Jonon,Suzuki RMZ250,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,33,532,Ricky Renner,Kawasaki KX250F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,34,319,Anthony Charette,KTM 250SXF,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,35,196,Levi Reid,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,36,36,Ryan Sipes,Suzuki RMZ250,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,37,745,Kevin Rookstool,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,38,131,Jake Weimer,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,39,168,Zach Osborne,KTM 250SXF,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross Lites,40,82,Ryan Morais,Suzuki RMZ250,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/ltoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,1,4,Ricky Carmichael,Suzuki RMZ450,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,2,118,David Millsaps,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,3,7,James Stewart,Kawasaki KX450F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,4,14,Kevin Windham,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,5,11,Travis Preston,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,6,15,Timmy Ferry,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,7,26,Michael Byrne,Kawasaki KX450F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,8,22,Chad Reed,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,9,72,Joshua Summey,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,10,12,David Vuillemin,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,11,965,Antonio Jorge,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,12,27,Nicholas Wey,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,13,3,Michael Brown,Suzuki RMZ450,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,14,23,Kyle Lewis,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,15,61,Clark Stiles,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,16,13,Heath Voss,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,17,86,Daniel Sani,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,18,17,Robbie Reynard,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,19,32,Ryan Clark,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,20,48,Jeff Gibson,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,21,31,Jason Thomas,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,22,90,Doug Dehaan,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,23,350,Shaun Skinner,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,24,56,Joshua Woods,Suzuki RMZ450,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,25,940,Matt Karlsen,Kawasaki KX450F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,26,44,Justin Buckelew,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,27,383,Robert Fitch,Suzuki RMZ450,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,28,94,Brad Modjewski,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,29,175,Ted Campbell,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,30,662,Travis Bannister,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,31,79,Michael Blose,Kawasaki KX450F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,32,317,Jimmy Hazel,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,33,180,Doug Leavitt,Kawasaki KX450F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,34,809,Kyle Calderini,Kawasaki KX450F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,35,442,Justin Mace,Kawasaki KX450F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,36,144,Kyle Partridge,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,37,149,Christopher Whitcraft,Suzuki RMZ450,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,38,717,Kyle Mace,Kawasaki KX450F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,39,177,Chris Blose,Kawasaki KX450F,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
THUNDER VALLEY,"LAKEWOOD, CO",2006,"JULY 22-23, 2006",Motocross,40,52,Sean Hamblin,Suzuki RMZ450,https://americanmotocrossresults.com/live/archives/mx/2006/07-lakewood/mxoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,1,29,Andrew Short,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,2,24,Joshua Grant,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,3,800,Mike Alessi,KTM 250SXF,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,4,323,Troy Adams,Kawasaki KX250F,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,5,53,Matthew Goerke,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,6,51,Ryan Villopoto,Kawasaki KX250F,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,7,25,Nathan Ramsey,KTM 250SXF,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,8,33,Danny Smith,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,9,123,Brett Metcalfe,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,10,102,Christopher Gosselaar,Kawasaki KX250F,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,11,338,Jason Lawrence,Suzuki RMZ250,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,12,35,Paul Carpenter,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,13,47,Sean Collier,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,14,60,Broc Hepler,Suzuki RMZ250,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,15,141,Steve Boniface,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,16,577,Martin Davalos,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,17,54,Robert Kiniry,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,18,122,Matt Walker,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,19,131,Jake Weimer,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,20,37,Kelly Smith,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
WASHOUGAL,"WASHOUGAL, WA",2006,"JULY 29-30, 2006",Motocross Lites,21,57,Brian Gray,Suzuki RMZ250,https://americanmotocrossresults.com/live/archives/mx/2006/08-washougal/ltoverall.pdf
